name;profile;url;categories;mobile;fax;contact;email;website;address;data_source;category;sub-category
Chan Huat Electric Pte Ltd;Singapore Suppliers of Lighting and Lighting Accessories, Lamps, Lighting Fixtures, Outdoor Lighting, Light Fixtures, Landscape Lighting, Outdoor lighting;http://singapore-companies-directory.com/Company_Profiles/C31/chan_huat_electric.htm;;;;;;;;;Furniture;Lighting
Channel-Link Lighting Pte Ltd;Singapore Lighting Company Suppliers of Outdoor Lighting, Light Fixtures, Landscape Lighting, Lighting Fixtures, Recessed Lighting, Outdoor lighting, Cable Equipment, Cable Tools, Cable Ladder Support Systems, Cable Trays, Electrical Equipment, Floodlights, Fluorescent Light Fittings, High Bay Lighting, Incandescent Lighting;http://singapore-companies-directory.com/Company_Profiles/C35/channel_link_lighting.htm;;;;;;;;;Furniture;Lighting
Chartered Asia Technology Enterprise;Singapore Airfield Lighting Company Suppliers of Approach Centreline & Cross Bar Lights, Runway Threshold Lights, Runway Edge Lights, Runway Wing Bar Lights, Wireless Lamp Failure Monitoring and Control Systems, Taxiway Guidance Sign Systems;http://singapore-companies-directory.com/Company_Profiles/C37/char_tered_asia.htm;;;;;;;;;Furniture;Lighting
Chen Yi Industrial (S) Pte Ltd;Singapore Lighting Company Suppliers of Energy Saving Lamps, CFL's, Fluorescent Lamps, Lighting Fixtures, Energy Saving Lights, Energy Saving Lighting Products;http://singapore-companies-directory.com/Company_Profiles/C42/chen_yi_industrial.htm;;;;;;;;;Furniture;Lighting
Chiap Seng Productions Pte Ltd;Singapore Event Equipment Rental Company Suppliers of Multi-tiered seating gallery, Festive street light fittings, Lighting systems & equipments, Sound systems & equipments, Stage design & construction, Scaffolding systems, Tents & gazebos, Air-conditioning & related accessories, Generator rental service, Chairs & tables rental service, Modular float rental service;http://singapore-companies-directory.com/Company_Profiles/C50/chiap_seng_productions.htm;;;;;;;;;Furniture;Lighting
Choon Huat Engineering Pte Ltd;Singapore Construction Equipment Company Suppliers of Generators, Air Compressors, Construction Equipment, Lighting, Loaders, Rollers, Welding Excavators, Fork Lifts, Aerial Platforms, Welding Equipment & Supplies, Welding Equipment, Mechanical Equipment, Plant & Machinery, Generators - Renting. Provider of marine & Construction Equipment;http://singapore-companies-directory.com/Company_Profiles/C63/choon_huat_engineering.htm;;;;;;;;;Furniture;Lighting
Choong Ying Trading;Singapore Electrical Equipment Company Suppliers of Ceiling Fans, Domestic Appliances, Domestic Water Heaters, Electrical Equipment, Electrical Plugs, Electrical Sockets, Fan Accessories, Fans, Lighting Accessories, Lighting Fixings;http://singapore-companies-directory.com/Company_Profiles/C63/choong_ying_trading.htm;;;;;;;;;Furniture;Lighting
Chop Hock Hong;"Singapore Auto Parts Company Suppliers of Car Parts, Auto Supplies, Automobile Parts, Automotive Electrical Parts & Accessories like - Starter, Alternator and their spare parts for vehicles, marines and industrial engines; Off Engine Switch, Hydaulic Motor, Relay, Air Con Parts, Generator AVR; Bulbs, Working Lamps, Beacons";http://singapore-companies-directory.com/Company_Profiles/C64/chop_hock_hong.htm;;;;;;;;;Furniture;Lighting
Chroma City Pte Ltd;Singapore Lighting Company Suppliers of LED lighting, LED tube, LED downlight, LED strip, LED bulbs. A company established in Singapore specialized in total LED lighting solution. We have a wide range of products such as LED tube, LED modules, LED bulbs, LED wallwasher, LED ground, LED downlights, LED PAR lights, LED color strips;http://singapore-companies-directory.com/Company_Profiles/C66/chroma_city.htm;;;;;;;;;Furniture;Lighting
Chung Ka Enterprises Pte Ltd;Singapore Wholesalers of Lighting & Electrical Goods, Lighting Fixtures, Lights, Lamps, Telecommunications Equipment, Telecoms Systems;http://singapore-companies-directory.com/Company_Profiles/C73/chung_ka_enterprises.htm;;;;;;;;;Furniture;Lighting
Cicada Control Engineering;Singapore Electrical Contractors, Electrical Services, Electricians, Electrical Engineers, Interior turnkey contracts to offices, factories and retail shops, False ceiling and Partition, Electrical wiring, lighting, telephone, computer points cabling, Aluminium window grilles, Window blinds, Carpark, Industrial Floor Painting, Protection coating, Preparation of drawings,;http://singapore-companies-directory.com/Company_Profiles/C76/cicada_control_engineering.htm;;;;;;;;;Furniture;Lighting
Cine Equipment Pte Ltd;Singapore Motion Picture Equipment Company Suppliers of Lighting, Movie Cameras, Film Equipment, Camera Supports, Professional Film Equipment, Professional Digital Equipment, Lighting Grips, Lighting Equipment, Broadcast Equipment, Professional Lenses, Batteries, Battery Chargers, Lcd Monitors, Cranes, Dollies, Track & Jib Arms, Camera Rentals, Lighting Rentals, Grips Rentals, 3D Rigs;http://singapore-companies-directory.com/Company_Profiles/C77/cine_equipment.htm;;;;;;;;;Furniture;Lighting
Cing Dien Electric Pte Ltd;Singapore Lighting Company Suppliers of Fluorescent Lighting Fluorescent Lighting Fixtures, Fluorescent Lights, Fluorescent Lamps;http://singapore-companies-directory.com/Company_Profiles/C77/cing_dien_electric.htm;;;;;;;;;Furniture;Lighting
D.Y Construction & Production Pte Ltd;Singapore Events Promotion, Event Managers, Exhibition Organisers, Interior Decorating Services, Directory Display Boards, Display Designers, Display Producers, Display Suppliers, Display Systems, Event Decorating Services, Event Management, Flags, Furniture Design, Furnishing Services, Interior Design Consultancy, Interior Designers, Interior Planners, Lighting, Outdoor Advertising, Party Event Organizing, Party Planning, Party Supplies, Plastic Signs, Screen Printing Equipment Supplies, Sign Systems, Silk Screen Printing, Stages, Store Fitting Lighting, Wedding Services, Wedding Supplies, Wood Signs;http://singapore-companies-directory.com/Company_Profiles/D1/dy_construction_production.htm;;;;;;;;;Furniture;Lighting
E T Graphics Pte Ltd;Singapore Graphic Design Agencies, Graphic Designers, Graphic Artists, Audio Visual Equipment, Computer Animation Services, Computer Products, Computer Systems, Computer Accessories, IT Consultants, Events Promotion, Event Managers, Exhibition Organisers, Conference Organisers, Lighting Fixtures, Stage Lights, Lamps;http://singapore-companies-directory.com/Company_Profiles/E1/et_graphics.htm;;;;;;;;;Furniture;Lighting
Eastgear Pte Ltd;Singapore Electronics Company Suppliers of GPS Navigation, GPS Accessories, Batteries, Battery Chargers, Camera Devices, Portable Storage, Solid State Disk Drives, Photography Accessories, Tripods, Studio Lights, Lens Caps, Iphone, Ipad;http://singapore-companies-directory.com/Company_Profiles/E1/eastgear.htm;;;;;;;;;Furniture;Lighting
Faber Image Media Pte Ltd;Singapore team of versatile audio engineers and lighting. From print material, to event graphics and media, right down to event souvenirs. Advertising Services, Marketing Services, Broadcasting Services, Film Production Services, Broadcasting Equipment, Film Production, Event Management, Interactive Media Design, Movie Theater Film Distribution, Multimedia Production, Seminar Equipment;http://singapore-companies-directory.com/Company_Profiles/F1/faber_image_media.htm;;;;;;;;;Furniture;Lighting
Oakwell Engineering Ltd;Singapore Offshore Supplies Trading Company Suppliers of Marine Equipment, Air Blowers, Marine & Offshore Cables, Compressor-Air, Compressor-Gas, Condition Monitoring Products, Electrical Heaters, Temperature Control Solutions, Filters, Fire Protection & Safety Equipment, Grout Seals and Diaphragms, Heat Recovering Equipment, Heat Tracing, HVAC, Identity Security Systems, Lighting, Marine Aids, Material Handling Equipment, Nitrogen Generators, Piping, Pumps, Slip Rings, Strainers, Touch Monitors, Vacuum Equipment, Valves, Vessels;http://singapore-companies-directory.com/Company_Profiles/O1/oakwell_engineering.htm;;;;;;;;;Furniture;Lighting
