name;profile;url;categories;mobile;fax;contact;email;website;address;data_source;category;sub-category
Arcade Tailoring Company;Singapore Suppliers of Clothing, Clothes, Garments, Manufacturers, Wholesalers, Retailers Clothing Manufacturers, Clothing Wholesalers, Clothing Distributors;http://singapore-companies-directory.com/Company_Profiles/A123/arcade_tailoring.htm;;;;;;;;;Mens Fasion;Tailors
Aspirez LLP;Singapore company which specialises in the wholesale and distribution of executive accessories, Ties, Cufflinks through an established supply network, our clients enjoy efficient and reliable services from us.;http://singapore-companies-directory.com/Company_Profiles/A151/aspirez.htm;;;;;;;;;Mens Fasion;Tailors
B' Exclusive Enterprise;Singapore Dressmakers, Clothing, Clothes, Garments, Manufacturers, Tailors, Tailoring Supplies;http://singapore-companies-directory.com/Company_Profiles/B4/b_exclusive_enterprise.htm;;;;;;;;;Mens Fasion;Tailors
Chia Yi Alteration;Singapore Women Tailoring, Singapore Dressmakers, Clothing, Clothes, Garments;http://singapore-companies-directory.com/Company_Profiles/C49/chia_yi_alteration.htm;;;;;;;;;Mens Fasion;Tailors
Christian Armani Ladies & Gents;Singapore Tailors, Tailoring Supplies, Men's Wear, Clothing, Clothes, Garments, Manufacturers, Wholesalers, Retailers;http://singapore-companies-directory.com/Company_Profiles/C66/christian_armani_ladies_gents.htm;;;;;;;;;Mens Fasion;Tailors
F-B Fashion & Beauty;Singapore Beauty Salons, Hairdressers, Boutiques, Dressmakers, Clothes Shops, Clothing, Fashion Retailers, Beauty Aids, Beauty Services, Beauty Therapy, Dresses, Fashion Services, Hairdressing Services, Used Clothing, Women Tailoring;http://singapore-companies-directory.com/Company_Profiles/F1/fb_fashion_beauty.htm;;;;;;;;;Mens Fasion;Tailors
